ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,LargePhoto,EnglishDescription,FrenchDescription,ChineseDescription,ArabicDescription,HebrewDescription,ThaiDescription,GermanDescription,JapaneseDescription,TurkishDescription,StartDate,EndDate,Status
348,BK-M82B-38,1,LB ,CM ,Mountain-100 Black, 38,Monta§a: 100, negra, 38,VTT 100 noir, 38,1898.0944,1,Black,100,75,3374.9900,38,38-40 CM,20.350000000000001,4,M ,2024.9940,H ,U ,Mountain-100,0x474946380x1449A001,Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.,VTT de compÇtition haut de gamme. Plusieurs options d'amÇlioration des performancesˇ: cadre HL, suspension avant particuliärement souple et traction adaptÇe Ö tous les terrains.,?????????????????,????? HL ???????????????????????????,????? ?????? ????? ??????? ?? ?????? ?? ???? ????. ????? ?????? ????? ?????? ???? HL Frame ????????? ???????? ??????? ?? ??????? ???????? ???? ???? ???????? ????? ????? ???????.,????? ???? ???????? ?????? ???????. ???????? ?????? ??????? ??????? HL Frame (????? (HL, ????? ???? ??? ?????? ?????? ???? ??????? ??? ???? ????.,?????????????????????????????????? ??????????????????????????????????????????????? ???? ???? HL ???????????? ?????????????????????????????????????????? ??????????????????????????????,"Top-Mountainbike fÅr Profis. Mit innovativem HL-Rahmen, VorderradaufhÑngung mit extrem guter Federung und Beschleunigung fÅr alle GelÑndearten.",???????????? ???????????????????????? HL ????????? ????????? ?????????????????????????????,"En Åst model rekabetái dag bisikleti. Performans yÅkselten opsiyonlari arasinda yenilikái HL kadro, asiri hassas în sÅspansiyon ve her áesit toprakta yol tutusu bulunmaktadir.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
349,BK-M82B-42,1,LB ,CM ,Mountain-100 Black, 42,Monta§a: 100, negra, 42,VTT 100 noir, 42,1898.0944,1,Black,100,75,3374.9900,42,42-46 CM,20.77,4,M ,2024.9940,H ,U ,Mountain-100,0x474946380x1449A001,Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.,VTT de compÇtition haut de gamme. Plusieurs options d'amÇlioration des performancesˇ: cadre HL, suspension avant particuliärement souple et traction adaptÇe Ö tous les terrains.,?????????????????,????? HL ???????????????????????????,????? ?????? ????? ??????? ?? ?????? ?? ???? ????. ????? ?????? ????? ?????? ???? HL Frame ????????? ???????? ??????? ?? ??????? ???????? ???? ???? ???????? ????? ????? ???????.,????? ???? ???????? ?????? ???????. ???????? ?????? ??????? ??????? HL Frame (????? (HL, ????? ???? ??? ?????? ?????? ???? ??????? ??? ???? ????.,?????????????????????????????????? ??????????????????????????????????????????????? ???? ???? HL ???????????? ?????????????????????????????????????????? ??????????????????????????????,"Top-Mountainbike fÅr Profis. Mit innovativem HL-Rahmen, VorderradaufhÑngung mit extrem guter Federung und Beschleunigung fÅr alle GelÑndearten.",???????????? ???????????????????????? HL ????????? ????????? ?????????????????????????????,"En Åst model rekabetái dag bisikleti. Performans yÅkselten opsiyonlari arasinda yenilikái HL kadro, asiri hassas în sÅspansiyon ve her áesit toprakta yol tutusu bulunmaktadir.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
350,BK-M82B-44,1,LB ,CM ,Mountain-100 Black, 44,Monta§a: 100, negra, 44,VTT 100 noir, 44,1898.0944,1,Black,100,75,3374.9900,44,42-46 CM,21.129999999999999,4,M ,2024.9940,H ,U ,Mountain-100,0x474946380x1449A001,Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.,VTT de compÇtition haut de gamme. Plusieurs options d'amÇlioration des performancesˇ: cadre HL, suspension avant particuliärement souple et traction adaptÇe Ö tous les terrains.,?????????????????,????? HL ???????????????????????????,????? ?????? ????? ??????? ?? ?????? ?? ???? ????. ????? ?????? ????? ?????? ???? HL Frame ????????? ???????? ??????? ?? ??????? ???????? ???? ???? ???????? ????? ????? ???????.,????? ???? ???????? ?????? ???????. ???????? ?????? ??????? ??????? HL Frame (????? (HL, ????? ???? ??? ?????? ?????? ???? ??????? ??? ???? ????.,?????????????????????????????????? ??????????????????????????????????????????????? ???? ???? HL ???????????? ?????????????????????????????????????????? ??????????????????????????????,"Top-Mountainbike fÅr Profis. Mit innovativem HL-Rahmen, VorderradaufhÑngung mit extrem guter Federung und Beschleunigung fÅr alle GelÑndearten.",???????????? ???????????????????????? HL ????????? ????????? ?????????????????????????????,"En Åst model rekabetái dag bisikleti. Performans yÅkselten opsiyonlari arasinda yenilikái HL kadro, asiri hassas în sÅspansiyon ve her áesit toprakta yol tutusu bulunmaktadir.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
351,BK-M82B-48,1,LB ,CM ,Mountain-100 Black, 48,Monta§a: 100, negra, 48,VTT 100 noir, 48,1898.0944,1,Black,100,75,3374.9900,48,48-52 CM,21.420000000000002,4,M ,2024.9940,H ,U ,Mountain-100,0x474946380x1449A001,Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.,VTT de compÇtition haut de gamme. Plusieurs options d'amÇlioration des performancesˇ: cadre HL, suspension avant particuliärement souple et traction adaptÇe Ö tous les terrains.,?????????????????,????? HL ???????????????????????????,????? ?????? ????? ??????? ?? ?????? ?? ???? ????. ????? ?????? ????? ?????? ???? HL Frame ????????? ???????? ??????? ?? ??????? ???????? ???? ???? ???????? ????? ????? ???????.,????? ???? ???????? ?????? ???????. ???????? ?????? ??????? ??????? HL Frame (????? (HL, ????? ???? ??? ?????? ?????? ???? ??????? ??? ???? ????.,?????????????????????????????????? ??????????????????????????????????????????????? ???? ???? HL ???????????? ?????????????????????????????????????????? ??????????????????????????????,"Top-Mountainbike fÅr Profis. Mit innovativem HL-Rahmen, VorderradaufhÑngung mit extrem guter Federung und Beschleunigung fÅr alle GelÑndearten.",???????????? ???????????????????????? HL ????????? ????????? ?????????????????????????????,"En Åst model rekabetái dag bisikleti. Performans yÅkselten opsiyonlari arasinda yenilikái HL kadro, asiri hassas în sÅspansiyon ve her áesit toprakta yol tutusu bulunmaktadir.",2011-07-01 00:00:00.000,2007-12-28 00:00:00.000,NULL
352,BK-M68S-38,1,LB ,CM ,Mountain-200 Silver, 38,Monta§a: 200, plateada, 38,VTT 200 argent, 38,1117.8559,1,Silver,100,75,2071.4196,38,38-40 CM,23.350000000000001,4,M ,1242.8518,H ,U ,Mountain-200,0x474946380x7393649A,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Conduite sur terrains träs accidentÇs. IdÇal pour tous les niveaux de compÇtition. Utilise le màme cadre HL que le Montain-100.,????????????????????????????? Mountain-100 ??? HL ???,?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.,?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????),???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100,Mountainbike fÅr Profis. Perfekt fÅr alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.,??? ??????????????????Mountain-100 ??? HL ?????????????,Geráek arazi sÅrÅsÅ. TÅm yarisma seviyeleri iáin mÅkemmel. Mountain-100 ile ayni HL kadro kullanilmistir.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
353,BK-M68S-38,1,LB ,CM ,Mountain-200 Silver, 38,Monta§a: 200, plateada, 38,VTT 200 argent, 38,1265.6195,1,Silver,100,75,2319.9900,38,38-40 CM,23.350000000000001,4,M ,1391.9940,H ,U ,Mountain-200,0x474946380x7393649A,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Conduite sur terrains träs accidentÇs. IdÇal pour tous les niveaux de compÇtition. Utilise le màme cadre HL que le Montain-100.,????????????????????????????? Mountain-100 ??? HL ???,?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.,?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????),???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100,Mountainbike fÅr Profis. Perfekt fÅr alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.,??? ??????????????????Mountain-100 ??? HL ?????????????,Geráek arazi sÅrÅsÅ. TÅm yarisma seviyeleri iáin mÅkemmel. Mountain-100 ile ayni HL kadro kullanilmistir.,2013-07-01 00:00:00.000,NULL,Current
354,BK-M68S-42,1,LB ,CM ,Mountain-200 Silver, 42,Monta§a: 200, plateada, 42,VTT 200 argent, 42,1117.8559,1,Silver,100,75,2071.4196,42,42-46 CM,23.77,4,M ,1242.8518,H ,U ,Mountain-200,0x474946380x7393649A,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Conduite sur terrains träs accidentÇs. IdÇal pour tous les niveaux de compÇtition. Utilise le màme cadre HL que le Montain-100.,????????????????????????????? Mountain-100 ??? HL ???,?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.,?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????),???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100,Mountainbike fÅr Profis. Perfekt fÅr alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.,??? ??????????????????Mountain-100 ??? HL ?????????????,Geráek arazi sÅrÅsÅ. TÅm yarisma seviyeleri iáin mÅkemmel. Mountain-100 ile ayni HL kadro kullanilmistir.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
355,BK-M68S-42,1,LB ,CM ,Mountain-200 Silver, 42,Monta§a: 200, plateada, 42,VTT 200 argent, 42,1265.6195,1,Silver,100,75,2319.9900,42,42-46 CM,23.77,4,M ,1391.9940,H ,U ,Mountain-200,0x474946380x7393649A,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Conduite sur terrains träs accidentÇs. IdÇal pour tous les niveaux de compÇtition. Utilise le màme cadre HL que le Montain-100.,????????????????????????????? Mountain-100 ??? HL ???,?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.,?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????),???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100,Mountainbike fÅr Profis. Perfekt fÅr alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.,??? ??????????????????Mountain-100 ??? HL ?????????????,Geráek arazi sÅrÅsÅ. TÅm yarisma seviyeleri iáin mÅkemmel. Mountain-100 ile ayni HL kadro kullanilmistir.,2013-07-01 00:00:00.000,NULL,Current
356,BK-M68S-46,1,LB ,CM ,Mountain-200 Silver, 46,Monta§a: 200, plateada, 46,VTT 200 argent, 46,1117.8559,1,Silver,100,75,2071.4196,46,42-46 CM,24.129999999999999,4,M ,1242.8518,H ,U ,Mountain-200,0x474946380x7393649A,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Conduite sur terrains träs accidentÇs. IdÇal pour tous les niveaux de compÇtition. Utilise le màme cadre HL que le Montain-100.,????????????????????????????? Mountain-100 ??? HL ???,?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.,?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????),???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100,Mountainbike fÅr Profis. Perfekt fÅr alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.,??? ??????????????????Mountain-100 ??? HL ?????????????,Geráek arazi sÅrÅsÅ. TÅm yarisma seviyeleri iáin mÅkemmel. Mountain-100 ile ayni HL kadro kullanilmistir.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
357,BK-M68S-46,1,LB ,CM ,Mountain-200 Silver, 46,Monta§a: 200, plateada, 46,VTT 200 argent, 46,1265.6195,1,Silver,100,75,2319.9900,46,42-46 CM,24.129999999999999,4,M ,1391.9940,H ,U ,Mountain-200,0x474946380x7393649A,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Conduite sur terrains träs accidentÇs. IdÇal pour tous les niveaux de compÇtition. Utilise le màme cadre HL que le Montain-100.,????????????????????????????? Mountain-100 ??? HL ???,?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.,?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????),???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100,Mountainbike fÅr Profis. Perfekt fÅr alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.,??? ??????????????????Mountain-100 ??? HL ?????????????,Geráek arazi sÅrÅsÅ. TÅm yarisma seviyeleri iáin mÅkemmel. Mountain-100 ile ayni HL kadro kullanilmistir.,2013-07-01 00:00:00.000,NULL,Current
358,BK-M68B-38,1,LB ,CM ,Mountain-200 Black, 38,Monta§a: 200, negra, 38,VTT 200 noir, 38,1105.8100,1,Black,100,75,2049.0982,38,38-40 CM,23.350000000000001,4,M ,1229.4589,H ,U ,Mountain-200,0x474946380x0F4B2007,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Conduite sur terrains träs accidentÇs. IdÇal pour tous les niveaux de compÇtition. Utilise le màme cadre HL que le Montain-100.,????????????????????????????? Mountain-100 ??? HL ???,?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.,?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????),???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100,Mountainbike fÅr Profis. Perfekt fÅr alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.,??? ??????????????????Mountain-100 ??? HL ?????????????,Geráek arazi sÅrÅsÅ. TÅm yarisma seviyeleri iáin mÅkemmel. Mountain-100 ile ayni HL kadro kullanilmistir.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
359,BK-M68B-38,1,LB ,CM ,Mountain-200 Black, 38,Monta§a: 200, negra, 38,VTT 200 noir, 38,1251.9813,1,Black,100,75,2294.9900,38,38-40 CM,23.350000000000001,4,M ,1376.9940,H ,U ,Mountain-200,0x474946380x0F4B2007,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Conduite sur terrains träs accidentÇs. IdÇal pour tous les niveaux de compÇtition. Utilise le màme cadre HL que le Montain-100.,????????????????????????????? Mountain-100 ??? HL ???,?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.,?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????),???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100,Mountainbike fÅr Profis. Perfekt fÅr alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.,??? ??????????????????Mountain-100 ??? HL ?????????????,Geráek arazi sÅrÅsÅ. TÅm yarisma seviyeleri iáin mÅkemmel. Mountain-100 ile ayni HL kadro kullanilmistir.,2013-07-01 00:00:00.000,NULL,Current
360,BK-M68B-42,1,LB ,CM ,Mountain-200 Black, 42,Monta§a: 200, negra, 42,VTT 200 noir, 42,1105.8100,1,Black,100,75,2049.0982,42,42-46 CM,23.77,4,M ,1229.4589,H ,U ,Mountain-200,0x474946380x0F4B2007,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Conduite sur terrains träs accidentÇs. IdÇal pour tous les niveaux de compÇtition. Utilise le màme cadre HL que le Montain-100.,????????????????????????????? Mountain-100 ??? HL ???,?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.,?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????),???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100,Mountainbike fÅr Profis. Perfekt fÅr alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.,??? ??????????????????Mountain-100 ??? HL ?????????????,Geráek arazi sÅrÅsÅ. TÅm yarisma seviyeleri iáin mÅkemmel. Mountain-100 ile ayni HL kadro kullanilmistir.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
361,BK-M68B-42,1,LB ,CM ,Mountain-200 Black, 42,Monta§a: 200, negra, 42,VTT 200 noir, 42,1251.9813,1,Black,100,75,2294.9900,42,42-46 CM,23.77,4,M ,1376.9940,H ,U ,Mountain-200,0x474946380x0F4B2007,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Conduite sur terrains träs accidentÇs. IdÇal pour tous les niveaux de compÇtition. Utilise le màme cadre HL que le Montain-100.,????????????????????????????? Mountain-100 ??? HL ???,?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.,?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????),???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100,Mountainbike fÅr Profis. Perfekt fÅr alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.,??? ??????????????????Mountain-100 ??? HL ?????????????,Geráek arazi sÅrÅsÅ. TÅm yarisma seviyeleri iáin mÅkemmel. Mountain-100 ile ayni HL kadro kullanilmistir.,2013-07-01 00:00:00.000,NULL,Current
362,BK-M68B-46,1,LB ,CM ,Mountain-200 Black, 46,Monta§a: 200, negra, 46,VTT 200 noir, 46,1105.8100,1,Black,100,75,2049.0982,46,42-46 CM,24.129999999999999,4,M ,1229.4589,H ,U ,Mountain-200,0x474946380x0F4B2007,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Conduite sur terrains träs accidentÇs. IdÇal pour tous les niveaux de compÇtition. Utilise le màme cadre HL que le Montain-100.,????????????????????????????? Mountain-100 ??? HL ???,?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.,?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????),???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100,Mountainbike fÅr Profis. Perfekt fÅr alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.,??? ??????????????????Mountain-100 ??? HL ?????????????,Geráek arazi sÅrÅsÅ. TÅm yarisma seviyeleri iáin mÅkemmel. Mountain-100 ile ayni HL kadro kullanilmistir.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
363,BK-M68B-46,1,LB ,CM ,Mountain-200 Black, 46,Monta§a: 200, negra, 46,VTT 200 noir, 46,1251.9813,1,Black,100,75,2294.9900,46,42-46 CM,24.129999999999999,4,M ,1376.9940,H ,U ,Mountain-200,0x474946380x0F4B2007,Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,Conduite sur terrains träs accidentÇs. IdÇal pour tous les niveaux de compÇtition. Utilise le màme cadre HL que le Montain-100.,????????????????????????????? Mountain-100 ??? HL ???,?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.,?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????),???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100,Mountainbike fÅr Profis. Perfekt fÅr alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.,??? ??????????????????Mountain-100 ??? HL ?????????????,Geráek arazi sÅrÅsÅ. TÅm yarisma seviyeleri iáin mÅkemmel. Mountain-100 ile ayni HL kadro kullanilmistir.,2013-07-01 00:00:00.000,NULL,Current
364,BK-M47B-38,1,LB ,CM ,Mountain-300 Black, 38,Monta§a: 300, negra, 38,VTT 300 noir, 38,598.4354,1,Black,100,75,1079.9900,38,38-40 CM,25.350000000000001,4,M ,647.9940,M ,U ,Mountain-300,0x474946380x0F4B2007,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Pour les vÇritables passionnÇs du VTT. Un vÇlo extràmement robuste qui vous permettra d'aller partout, màme sur les terrains difficiles, pour un budget raisonnable.,???????????????????,??????,??????,????????,??????!,?????? ????? ???????? ?? ??????? ??? ???????. ????? ????? ?????? ????? ???????? ??? ??? ?? ???? ??? ????? ?? ?? ???? ??? ????? ??????? ?? ??? ??? ?? ?????? ????????.,??????? ??????? ?????? ??? ?? ???. ??????? ?????? ?????? ????? ????? ??? ??? ???? ???? ???? ?? ?????? ???? ????? - ??? ????? ???? ??????.,????????????????????????????  ????????????????????????????? ????????????????????? ????????????????????????????????????????????? ????????????????????????,"FÅr echte Waldprofis. Ein extrem robustes Rad, mit dem Sie auf allen Pfaden sicher unterwegs sind - und dazu noch kostengÅnstig.",??????????????????????????????????????????????????????????????????????,Geráek kros tutkunlarina.  Her yere gidebilen ve zorlu arazilerde kontrolÅ kaybetmemenizi saglayan son derece dayanikli bir bisiklet ve cebinizi de yakmiyor.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
365,BK-M47B-40,1,LB ,CM ,Mountain-300 Black, 40,Monta§a: 300, negra, 40,VTT 300 noir, 40,598.4354,1,Black,100,75,1079.9900,40,38-40 CM,25.77,4,M ,647.9940,M ,U ,Mountain-300,0x474946380x0F4B2007,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Pour les vÇritables passionnÇs du VTT. Un vÇlo extràmement robuste qui vous permettra d'aller partout, màme sur les terrains difficiles, pour un budget raisonnable.,???????????????????,??????,??????,????????,??????!,?????? ????? ???????? ?? ??????? ??? ???????. ????? ????? ?????? ????? ???????? ??? ??? ?? ???? ??? ????? ?? ?? ???? ??? ????? ??????? ?? ??? ??? ?? ?????? ????????.,??????? ??????? ?????? ??? ?? ???. ??????? ?????? ?????? ????? ????? ??? ??? ???? ???? ???? ?? ?????? ???? ????? - ??? ????? ???? ??????.,????????????????????????????  ????????????????????????????? ????????????????????? ????????????????????????????????????????????? ????????????????????????,"FÅr echte Waldprofis. Ein extrem robustes Rad, mit dem Sie auf allen Pfaden sicher unterwegs sind - und dazu noch kostengÅnstig.",??????????????????????????????????????????????????????????????????????,Geráek kros tutkunlarina.  Her yere gidebilen ve zorlu arazilerde kontrolÅ kaybetmemenizi saglayan son derece dayanikli bir bisiklet ve cebinizi de yakmiyor.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
366,BK-M47B-44,1,LB ,CM ,Mountain-300 Black, 44,Monta§a: 300, negra, 44,VTT 300 noir, 44,598.4354,1,Black,100,75,1079.9900,44,42-46 CM,26.129999999999999,4,M ,647.9940,M ,U ,Mountain-300,0x474946380x0F4B2007,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Pour les vÇritables passionnÇs du VTT. Un vÇlo extràmement robuste qui vous permettra d'aller partout, màme sur les terrains difficiles, pour un budget raisonnable.,???????????????????,??????,??????,????????,??????!,?????? ????? ???????? ?? ??????? ??? ???????. ????? ????? ?????? ????? ???????? ??? ??? ?? ???? ??? ????? ?? ?? ???? ??? ????? ??????? ?? ??? ??? ?? ?????? ????????.,??????? ??????? ?????? ??? ?? ???. ??????? ?????? ?????? ????? ????? ??? ??? ???? ???? ???? ?? ?????? ???? ????? - ??? ????? ???? ??????.,????????????????????????????  ????????????????????????????? ????????????????????? ????????????????????????????????????????????? ????????????????????????,"FÅr echte Waldprofis. Ein extrem robustes Rad, mit dem Sie auf allen Pfaden sicher unterwegs sind - und dazu noch kostengÅnstig.",??????????????????????????????????????????????????????????????????????,Geráek kros tutkunlarina.  Her yere gidebilen ve zorlu arazilerde kontrolÅ kaybetmemenizi saglayan son derece dayanikli bir bisiklet ve cebinizi de yakmiyor.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
367,BK-M47B-48,1,LB ,CM ,Mountain-300 Black, 48,Monta§a: 300, negra, 48,VTT 300 noir, 48,598.4354,1,Black,100,75,1079.9900,48,48-52 CM,26.420000000000002,4,M ,647.9940,M ,U ,Mountain-300,0x474946380x0F4B2007,For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.,Pour les vÇritables passionnÇs du VTT. Un vÇlo extràmement robuste qui vous permettra d'aller partout, màme sur les terrains difficiles, pour un budget raisonnable.,???????????????????,??????,??????,????????,??????!,?????? ????? ???????? ?? ??????? ??? ???????. ????? ????? ?????? ????? ???????? ??? ??? ?? ???? ??? ????? ?? ?? ???? ??? ????? ??????? ?? ??? ??? ?? ?????? ????????.,??????? ??????? ?????? ??? ?? ???. ??????? ?????? ?????? ????? ????? ??? ??? ???? ???? ???? ?? ?????? ???? ????? - ??? ????? ???? ??????.,????????????????????????????  ????????????????????????????? ????????????????????? ????????????????????????????????????????????? ????????????????????????,"FÅr echte Waldprofis. Ein extrem robustes Rad, mit dem Sie auf allen Pfaden sicher unterwegs sind - und dazu noch kostengÅnstig.",??????????????????????????????????????????????????????????????????????,Geráek kros tutkunlarina.  Her yere gidebilen ve zorlu arazilerde kontrolÅ kaybetmemenizi saglayan son derece dayanikli bir bisiklet ve cebinizi de yakmiyor.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,NULL
