FinanceKey,DateKey,OrganizationKey,DepartmentGroupKey,ScenarioKey,AccountKey,Amount,Date
16793,20120330,5,6,1,101,401461.0,2012-03-30 00:00:00.000
16794,20120330,5,7,1,4,619317.0,2012-03-30 00:00:00.000
16795,20120330,5,7,1,6,827984.0,2012-03-30 00:00:00.000
16796,20120330,5,7,1,7,24785.0,2012-03-30 00:00:00.000
16797,20120330,5,7,1,8,16559.0,2012-03-30 00:00:00.000
16798,20120330,5,7,1,13,116745.0,2012-03-30 00:00:00.000
16799,20120330,5,7,1,14,91078.0,2012-03-30 00:00:00.000
16800,20120330,5,7,1,15,170564.0,2012-03-30 00:00:00.000
16801,20120330,5,7,1,18,10701.0,2012-03-30 00:00:00.000
16802,20120330,5,7,1,19,34101.0,2012-03-30 00:00:00.000
16803,20120330,5,7,1,20,11771.0,2012-03-30 00:00:00.000
16804,20120330,5,7,1,21,58537.0,2012-03-30 00:00:00.000
16805,20120330,5,7,1,22,9088.0,2012-03-30 00:00:00.000
16806,20120330,5,7,1,23,3790.0,2012-03-30 00:00:00.000
16807,20120330,5,7,1,24,19025.0,2012-03-30 00:00:00.000
16808,20120330,5,7,1,28,15961.0,2012-03-30 00:00:00.000
16809,20120330,5,7,1,29,139758.0,2012-03-30 00:00:00.000
16810,20120330,5,7,1,31,48766.0,2012-03-30 00:00:00.000
16811,20120330,5,7,1,32,26763.0,2012-03-30 00:00:00.000
16812,20120330,5,7,1,33,20571.0,2012-03-30 00:00:00.000
16813,20120330,5,7,1,34,55640.0,2012-03-30 00:00:00.000
16814,20120330,5,7,1,35,92967.0,2012-03-30 00:00:00.000
16815,20120330,5,7,1,37,70376.0,2012-03-30 00:00:00.000
16816,20120330,5,7,1,38,26827.0,2012-03-30 00:00:00.000
16817,20120330,5,7,1,39,52961.0,2012-03-30 00:00:00.000
16818,20120330,5,7,1,40,23293.0,2012-03-30 00:00:00.000
16819,20120330,5,7,1,43,922226.0,2012-03-30 00:00:00.000
16820,20120330,5,7,1,46,639130.0,2012-03-30 00:00:00.000
16821,20120330,5,7,1,100,16640.0,2012-03-30 00:00:00.000
16822,20120330,6,1,1,60,29561.0,2012-03-30 00:00:00.000
16823,20120330,6,1,1,61,3033.0,2012-03-30 00:00:00.000
16824,20120330,6,1,1,62,2729.0,2012-03-30 00:00:00.000
16825,20120330,6,1,1,65,347.0,2012-03-30 00:00:00.000
16826,20120330,6,1,1,66,315.0,2012-03-30 00:00:00.000
16827,20120330,6,1,1,67,157.0,2012-03-30 00:00:00.000
16828,20120330,6,1,1,68,120.0,2012-03-30 00:00:00.000
16829,20120330,6,1,1,69,35.0,2012-03-30 00:00:00.000
16830,20120330,6,1,1,71,54.0,2012-03-30 00:00:00.000
16831,20120330,6,1,1,73,216.0,2012-03-30 00:00:00.000
16832,20120330,6,1,1,74,181.0,2012-03-30 00:00:00.000
16833,20120330,6,1,1,76,240.0,2012-03-30 00:00:00.000
16834,20120330,6,1,1,77,432.0,2012-03-30 00:00:00.000
16835,20120330,6,1,1,78,124.0,2012-03-30 00:00:00.000
16836,20120330,6,1,1,80,499.0,2012-03-30 00:00:00.000
16837,20120330,6,1,1,81,309.0,2012-03-30 00:00:00.000
16838,20120330,6,1,1,82,32.0,2012-03-30 00:00:00.000
16839,20120330,6,1,1,83,111.0,2012-03-30 00:00:00.000
16840,20120330,6,1,1,84,98.0,2012-03-30 00:00:00.000
16841,20120330,6,1,1,85,88.0,2012-03-30 00:00:00.000
16842,20120330,6,1,1,87,416.0,2012-03-30 00:00:00.000
16843,20120330,6,1,1,89,228.0,2012-03-30 00:00:00.000
16844,20120330,6,1,1,90,349.0,2012-03-30 00:00:00.000
16845,20120330,6,1,1,91,-279.0,2012-03-30 00:00:00.000
16846,20120330,6,1,1,92,466.0,2012-03-30 00:00:00.000
16847,20120330,6,1,1,96,11.0,2012-03-30 00:00:00.000
16848,20120330,6,2,1,12,53087.0,2012-03-30 00:00:00.000
16849,20120330,6,2,1,60,7761.0,2012-03-30 00:00:00.000
16850,20120330,6,2,1,61,637.0,2012-03-30 00:00:00.000
16851,20120330,6,2,1,62,797.0,2012-03-30 00:00:00.000
16852,20120330,6,2,1,65,104.0,2012-03-30 00:00:00.000
16853,20120330,6,2,1,66,94.0,2012-03-30 00:00:00.000
16854,20120330,6,2,1,67,47.0,2012-03-30 00:00:00.000
16855,20120330,6,2,1,68,35.0,2012-03-30 00:00:00.000
16856,20120330,6,2,1,69,10.0,2012-03-30 00:00:00.000
16857,20120330,6,2,1,71,16.0,2012-03-30 00:00:00.000
16858,20120330,6,2,1,73,62.0,2012-03-30 00:00:00.000
16859,20120330,6,2,1,74,172.0,2012-03-30 00:00:00.000
16860,20120330,6,2,1,76,67.0,2012-03-30 00:00:00.000
16861,20120330,6,2,1,77,121.0,2012-03-30 00:00:00.000
16862,20120330,6,2,1,78,36.0,2012-03-30 00:00:00.000
16863,20120330,6,2,1,80,128.0,2012-03-30 00:00:00.000
16864,20120330,6,2,1,81,79.0,2012-03-30 00:00:00.000
16865,20120330,6,2,1,82,8.0,2012-03-30 00:00:00.000
16866,20120330,6,2,1,83,28.0,2012-03-30 00:00:00.000
16867,20120330,6,2,1,84,24.0,2012-03-30 00:00:00.000
16868,20120330,6,2,1,85,22.0,2012-03-30 00:00:00.000
16869,20120330,6,2,1,87,113.0,2012-03-30 00:00:00.000
16870,20120330,6,2,1,89,55.0,2012-03-30 00:00:00.000
16871,20120330,6,2,1,90,84.0,2012-03-30 00:00:00.000
16872,20120330,6,2,1,91,-67.0,2012-03-30 00:00:00.000
16873,20120330,6,2,1,92,112.0,2012-03-30 00:00:00.000
16874,20120330,6,2,1,96,3.0,2012-03-30 00:00:00.000
16875,20120330,6,3,1,10,1086060.0,2012-03-30 00:00:00.000
16876,20120330,6,3,1,11,781963.0,2012-03-30 00:00:00.000
16877,20120330,6,3,1,60,32249.0,2012-03-30 00:00:00.000
16878,20120330,6,3,1,61,3309.0,2012-03-30 00:00:00.000
16879,20120330,6,3,1,62,3309.0,2012-03-30 00:00:00.000
16880,20120330,6,3,1,65,449.0,2012-03-30 00:00:00.000
16881,20120330,6,3,1,66,408.0,2012-03-30 00:00:00.000
16882,20120330,6,3,1,67,202.0,2012-03-30 00:00:00.000
16883,20120330,6,3,1,68,151.0,2012-03-30 00:00:00.000
16884,20120330,6,3,1,69,45.0,2012-03-30 00:00:00.000
16885,20120330,6,3,1,71,66.0,2012-03-30 00:00:00.000
16886,20120330,6,3,1,73,262.0,2012-03-30 00:00:00.000
16887,20120330,6,3,1,74,208.0,2012-03-30 00:00:00.000
16888,20120330,6,3,1,76,277.0,2012-03-30 00:00:00.000
16889,20120330,6,3,1,77,499.0,2012-03-30 00:00:00.000
16890,20120330,6,3,1,78,129.0,2012-03-30 00:00:00.000
16891,20120330,6,3,1,80,497.0,2012-03-30 00:00:00.000
16892,20120330,6,3,1,81,308.0,2012-03-30 00:00:00.000
16893,20120330,6,3,1,82,30.0,2012-03-30 00:00:00.000
16894,20120330,6,3,1,83,106.0,2012-03-30 00:00:00.000
16895,20120330,6,3,1,84,90.0,2012-03-30 00:00:00.000
16896,20120330,6,3,1,85,84.0,2012-03-30 00:00:00.000
16897,20120330,6,3,1,87,454.0,2012-03-30 00:00:00.000
16898,20120330,6,3,1,89,208.0,2012-03-30 00:00:00.000
16899,20120330,6,3,1,90,320.0,2012-03-30 00:00:00.000
16900,20120330,6,3,1,91,-256.0,2012-03-30 00:00:00.000
16901,20120330,6,3,1,92,427.0,2012-03-30 00:00:00.000
16902,20120330,6,3,1,96,12.0,2012-03-30 00:00:00.000
16903,20120330,6,4,1,60,16175.0,2012-03-30 00:00:00.000
16904,20120330,6,4,1,61,1992.0,2012-03-30 00:00:00.000
16905,20120330,6,4,1,62,1328.0,2012-03-30 00:00:00.000
16906,20120330,6,4,1,65,197.0,2012-03-30 00:00:00.000
16907,20120330,6,4,1,66,179.0,2012-03-30 00:00:00.000
16908,20120330,6,4,1,67,91.0,2012-03-30 00:00:00.000
16909,20120330,6,4,1,68,68.0,2012-03-30 00:00:00.000
16910,20120330,6,4,1,69,20.0,2012-03-30 00:00:00.000
16911,20120330,6,4,1,71,30.0,2012-03-30 00:00:00.000
16912,20120330,6,4,1,73,126.0,2012-03-30 00:00:00.000
16913,20120330,6,4,1,74,157.0,2012-03-30 00:00:00.000
16914,20120330,6,4,1,76,148.0,2012-03-30 00:00:00.000
16915,20120330,6,4,1,77,267.0,2012-03-30 00:00:00.000
16916,20120330,6,4,1,78,83.0,2012-03-30 00:00:00.000
16917,20120330,6,4,1,80,324.0,2012-03-30 00:00:00.000
16918,20120330,6,4,1,81,200.0,2012-03-30 00:00:00.000
16919,20120330,6,4,1,82,20.0,2012-03-30 00:00:00.000
16920,20120330,6,4,1,83,72.0,2012-03-30 00:00:00.000
16921,20120330,6,4,1,84,64.0,2012-03-30 00:00:00.000
16922,20120330,6,4,1,85,57.0,2012-03-30 00:00:00.000
16923,20120330,6,4,1,87,265.0,2012-03-30 00:00:00.000
16924,20120330,6,4,1,89,149.0,2012-03-30 00:00:00.000
16925,20120330,6,4,1,90,228.0,2012-03-30 00:00:00.000
16926,20120330,6,4,1,91,-182.0,2012-03-30 00:00:00.000
16927,20120330,6,4,1,92,305.0,2012-03-30 00:00:00.000
16928,20120330,6,4,1,96,7.0,2012-03-30 00:00:00.000
16929,20120330,6,5,1,60,11930.0,2012-03-30 00:00:00.000
16930,20120330,6,5,1,61,1224.0,2012-03-30 00:00:00.000
16931,20120330,6,5,1,62,979.0,2012-03-30 00:00:00.000
16932,20120330,6,5,1,65,145.0,2012-03-30 00:00:00.000
16933,20120330,6,5,1,66,132.0,2012-03-30 00:00:00.000
16934,20120330,6,5,1,67,67.0,2012-03-30 00:00:00.000
16935,20120330,6,5,1,68,50.0,2012-03-30 00:00:00.000
16936,20120330,6,5,1,69,15.0,2012-03-30 00:00:00.000
16937,20120330,6,5,1,71,22.0,2012-03-30 00:00:00.000
16938,20120330,6,5,1,73,93.0,2012-03-30 00:00:00.000
16939,20120330,6,5,1,74,153.0,2012-03-30 00:00:00.000
16940,20120330,6,5,1,76,107.0,2012-03-30 00:00:00.000
16941,20120330,6,5,1,77,193.0,2012-03-30 00:00:00.000
16942,20120330,6,5,1,78,57.0,2012-03-30 00:00:00.000
16943,20120330,6,5,1,80,211.0,2012-03-30 00:00:00.000
16944,20120330,6,5,1,81,131.0,2012-03-30 00:00:00.000
16945,20120330,6,5,1,82,13.0,2012-03-30 00:00:00.000
16946,20120330,6,5,1,83,46.0,2012-03-30 00:00:00.000
16947,20120330,6,5,1,84,39.0,2012-03-30 00:00:00.000
16948,20120330,6,5,1,85,36.0,2012-03-30 00:00:00.000
16949,20120330,6,5,1,87,189.0,2012-03-30 00:00:00.000
16950,20120330,6,5,1,89,90.0,2012-03-30 00:00:00.000
16951,20120330,6,5,1,90,138.0,2012-03-30 00:00:00.000
16952,20120330,6,5,1,91,-110.0,2012-03-30 00:00:00.000
16953,20120330,6,5,1,92,184.0,2012-03-30 00:00:00.000
16954,20120330,6,5,1,96,5.0,2012-03-30 00:00:00.000
16955,20120330,6,6,1,52,1731.0,2012-03-30 00:00:00.000
16956,20120330,6,6,1,53,10386.0,2012-03-30 00:00:00.000
16957,20120330,6,6,1,54,258.0,2012-03-30 00:00:00.000
16958,20120330,6,6,1,56,54557.0,2012-03-30 00:00:00.000
16959,20120330,6,6,1,57,8655.0,2012-03-30 00:00:00.000
16960,20120330,6,6,1,60,24413.0,2012-03-30 00:00:00.000
16961,20120330,6,6,1,61,2004.0,2012-03-30 00:00:00.000
16962,20120330,6,6,1,62,1503.0,2012-03-30 00:00:00.000
16963,20120330,6,6,1,63,2181.0,2012-03-30 00:00:00.000
16964,20120330,6,6,1,65,189.0,2012-03-30 00:00:00.000
16965,20120330,6,6,1,66,172.0,2012-03-30 00:00:00.000
16966,20120330,6,6,1,67,91.0,2012-03-30 00:00:00.000
16967,20120330,6,6,1,68,68.0,2012-03-30 00:00:00.000
16968,20120330,6,6,1,69,19.0,2012-03-30 00:00:00.000
16969,20120330,6,6,1,71,29.0,2012-03-30 00:00:00.000
16970,20120330,6,6,1,72,73.0,2012-03-30 00:00:00.000
16971,20120330,6,6,1,73,137.0,2012-03-30 00:00:00.000
16972,20120330,6,6,1,74,131.0,2012-03-30 00:00:00.000
16973,20120330,6,6,1,76,724.0,2012-03-30 00:00:00.000
16974,20120330,6,6,1,77,320.0,2012-03-30 00:00:00.000
16975,20120330,6,6,1,78,106.0,2012-03-30 00:00:00.000
16976,20120330,6,6,1,80,433.0,2012-03-30 00:00:00.000
16977,20120330,6,6,1,81,267.0,2012-03-30 00:00:00.000
16978,20120330,6,6,1,82,28.0,2012-03-30 00:00:00.000
16979,20120330,6,6,1,83,98.0,2012-03-30 00:00:00.000
16980,20120330,6,6,1,84,88.0,2012-03-30 00:00:00.000
16981,20120330,6,6,1,85,78.0,2012-03-30 00:00:00.000
16982,20120330,6,6,1,87,340.0,2012-03-30 00:00:00.000
16983,20120330,6,6,1,89,205.0,2012-03-30 00:00:00.000
16984,20120330,6,6,1,90,315.0,2012-03-30 00:00:00.000
16985,20120330,6,6,1,91,-252.0,2012-03-30 00:00:00.000
16986,20120330,6,6,1,92,421.0,2012-03-30 00:00:00.000
16987,20120330,6,6,1,96,9.0,2012-03-30 00:00:00.000
16988,20120330,6,6,1,97,550.0,2012-03-30 00:00:00.000
16989,20120330,6,6,1,99,47500.0,2012-03-30 00:00:00.000
16990,20120330,6,6,1,101,173111.0,2012-03-30 00:00:00.000
16991,20120330,6,7,1,4,218595.0,2012-03-30 00:00:00.000
16992,20120330,6,7,1,6,393489.0,2012-03-30 00:00:00.000
16993,20120330,6,7,1,7,12322.0,2012-03-30 00:00:00.000
16994,20120330,6,7,1,8,7869.0,2012-03-30 00:00:00.000
16995,20120330,6,7,1,13,57252.0,2012-03-30 00:00:00.000
16996,20120330,6,7,1,14,36988.0,2012-03-30 00:00:00.000
16997,20120330,6,7,1,15,75549.0,2012-03-30 00:00:00.000
16998,20120330,6,7,1,18,12485.0,2012-03-30 00:00:00.000
16999,20120330,6,7,1,19,39785.0,2012-03-30 00:00:00.000
17000,20120330,6,7,1,20,12235.0,2012-03-30 00:00:00.000
17001,20120330,6,7,1,21,120836.0,2012-03-30 00:00:00.000
17002,20120330,6,7,1,22,10710.0,2012-03-30 00:00:00.000
17003,20120330,6,7,1,23,4422.0,2012-03-30 00:00:00.000
17004,20120330,6,7,1,24,22423.0,2012-03-30 00:00:00.000
17005,20120330,6,7,1,28,19216.0,2012-03-30 00:00:00.000
17006,20120330,6,7,1,29,173460.0,2012-03-30 00:00:00.000
17007,20120330,6,7,1,31,116185.0,2012-03-30 00:00:00.000
17008,20120330,6,7,1,32,31512.0,2012-03-30 00:00:00.000
17009,20120330,6,7,1,33,24969.0,2012-03-30 00:00:00.000
17010,20120330,6,7,1,34,28370.0,2012-03-30 00:00:00.000
17011,20120330,6,7,1,35,96297.0,2012-03-30 00:00:00.000
17012,20120330,6,7,1,37,87580.0,2012-03-30 00:00:00.000
17013,20120330,6,7,1,38,33753.0,2012-03-30 00:00:00.000
17014,20120330,6,7,1,39,124400.0,2012-03-30 00:00:00.000
17015,20120330,6,7,1,40,28043.0,2012-03-30 00:00:00.000
17016,20120330,6,7,1,43,2152505.0,2012-03-30 00:00:00.000
17017,20120330,6,7,1,46,9970.0,2012-03-30 00:00:00.000
17018,20120330,6,7,1,100,19810.0,2012-03-30 00:00:00.000
17019,20120330,7,1,1,60,70324.0,2012-03-30 00:00:00.000
17020,20120330,7,1,1,61,7215.0,2012-03-30 00:00:00.000
17021,20120330,7,1,1,62,4329.0,2012-03-30 00:00:00.000
17022,20120330,7,1,1,65,576.0,2012-03-30 00:00:00.000
17023,20120330,7,1,1,66,524.0,2012-03-30 00:00:00.000
17024,20120330,7,1,1,67,276.0,2012-03-30 00:00:00.000
17025,20120330,7,1,1,68,204.0,2012-03-30 00:00:00.000
17026,20120330,7,1,1,69,58.0,2012-03-30 00:00:00.000
17027,20120330,7,1,1,71,93.0,2012-03-30 00:00:00.000
17028,20120330,7,1,1,73,421.0,2012-03-30 00:00:00.000
17029,20120330,7,1,1,74,325.0,2012-03-30 00:00:00.000
17030,20120330,7,1,1,76,558.0,2012-03-30 00:00:00.000
17031,20120330,7,1,1,77,1004.0,2012-03-30 00:00:00.000
17032,20120330,7,1,1,78,302.0,2012-03-30 00:00:00.000
17033,20120330,7,1,1,80,1146.0,2012-03-30 00:00:00.000
17034,20120330,7,1,1,81,709.0,2012-03-30 00:00:00.000
17035,20120330,7,1,1,82,68.0,2012-03-30 00:00:00.000
17036,20120330,7,1,1,83,237.0,2012-03-30 00:00:00.000
17037,20120330,7,1,1,84,196.0,2012-03-30 00:00:00.000
17038,20120330,7,1,1,85,189.0,2012-03-30 00:00:00.000
17039,20120330,7,1,1,87,1080.0,2012-03-30 00:00:00.000
17040,20120330,7,1,1,89,192.0,2012-03-30 00:00:00.000
17041,20120330,7,1,1,90,295.0,2012-03-30 00:00:00.000
17042,20120330,7,1,1,91,-236.0,2012-03-30 00:00:00.000
17043,20120330,7,1,1,92,393.0,2012-03-30 00:00:00.000
17044,20120330,7,1,1,94,364.0,2012-03-30 00:00:00.000
17045,20120330,7,1,1,96,12.0,2012-03-30 00:00:00.000
17046,20120330,7,2,1,12,93066.0,2012-03-30 00:00:00.000
17047,20120330,7,6,1,52,16107.0,2012-03-30 00:00:00.000
17048,20120330,7,6,1,53,12080.0,2012-03-30 00:00:00.000
17049,20120330,7,6,1,54,883.0,2012-03-30 00:00:00.000
17050,20120330,7,6,1,56,77845.0,2012-03-30 00:00:00.000
17051,20120330,7,6,1,57,20134.0,2012-03-30 00:00:00.000
17052,20120330,7,6,1,60,43534.0,2012-03-30 00:00:00.000
17053,20120330,7,6,1,61,5360.0,2012-03-30 00:00:00.000
17054,20120330,7,6,1,62,3573.0,2012-03-30 00:00:00.000
17055,20120330,7,6,1,63,13423.0,2012-03-30 00:00:00.000
17056,20120330,7,6,1,65,544.0,2012-03-30 00:00:00.000
17057,20120330,7,6,1,66,495.0,2012-03-30 00:00:00.000
17058,20120330,7,6,1,67,248.0,2012-03-30 00:00:00.000
17059,20120330,7,6,1,68,192.0,2012-03-30 00:00:00.000
17060,20120330,7,6,1,69,54.0,2012-03-30 00:00:00.000
17061,20120330,7,6,1,71,83.0,2012-03-30 00:00:00.000
17062,20120330,7,6,1,72,536.0,2012-03-30 00:00:00.000
17063,20120330,7,6,1,73,353.0,2012-03-30 00:00:00.000
17064,20120330,7,6,1,74,382.0,2012-03-30 00:00:00.000
17065,20120330,7,6,1,76,2573.0,2012-03-30 00:00:00.000
17066,20120330,7,6,1,77,727.0,2012-03-30 00:00:00.000
17067,20120330,7,6,1,78,208.0,2012-03-30 00:00:00.000
17068,20120330,7,6,1,80,789.0,2012-03-30 00:00:00.000
17069,20120330,7,6,1,81,488.0,2012-03-30 00:00:00.000
17070,20120330,7,6,1,82,48.0,2012-03-30 00:00:00.000
17071,20120330,7,6,1,83,169.0,2012-03-30 00:00:00.000
17072,20120330,7,6,1,84,142.0,2012-03-30 00:00:00.000
17073,20120330,7,6,1,85,135.0,2012-03-30 00:00:00.000
17074,20120330,7,6,1,87,720.0,2012-03-30 00:00:00.000
17075,20120330,7,6,1,89,138.0,2012-03-30 00:00:00.000
17076,20120330,7,6,1,90,213.0,2012-03-30 00:00:00.000
17077,20120330,7,6,1,91,-170.0,2012-03-30 00:00:00.000
17078,20120330,7,6,1,92,284.0,2012-03-30 00:00:00.000
17079,20120330,7,6,1,94,26061.0,2012-03-30 00:00:00.000
17080,20120330,7,6,1,96,8.0,2012-03-30 00:00:00.000
17081,20120330,7,6,1,97,803.0,2012-03-30 00:00:00.000
17082,20120330,7,6,1,99,64000.0,2012-03-30 00:00:00.000
17083,20120330,7,6,1,101,268462.0,2012-03-30 00:00:00.000
17084,20120330,7,7,1,4,404780.0,2012-03-30 00:00:00.000
17085,20120330,7,7,1,6,1267852.0,2012-03-30 00:00:00.000
17086,20120330,7,7,1,7,42893.0,2012-03-30 00:00:00.000
17087,20120330,7,7,1,8,25357.0,2012-03-30 00:00:00.000
17088,20120330,7,7,1,13,195883.0,2012-03-30 00:00:00.000
17089,20120330,7,7,1,14,128053.0,2012-03-30 00:00:00.000
17090,20120330,7,7,1,15,276391.0,2012-03-30 00:00:00.000
17091,20120330,7,7,1,18,12485.0,2012-03-30 00:00:00.000
17092,20120330,7,7,1,19,39785.0,2012-03-30 00:00:00.000
17093,20120330,7,7,1,20,12859.0,2012-03-30 00:00:00.000
17094,20120330,7,7,1,21,52502.0,2012-03-30 00:00:00.000
17095,20120330,7,7,1,22,10603.0,2012-03-30 00:00:00.000
17096,20120330,7,7,1,23,4378.0,2012-03-30 00:00:00.000
17097,20120330,7,7,1,24,20611.0,2012-03-30 00:00:00.000
17098,20120330,7,7,1,28,20405.0,2012-03-30 00:00:00.000
17099,20120330,7,7,1,29,161316.0,2012-03-30 00:00:00.000
17100,20120330,7,7,1,31,48941.0,2012-03-30 00:00:00.000
17101,20120330,7,7,1,32,31512.0,2012-03-30 00:00:00.000
17102,20120330,7,7,1,33,25696.0,2012-03-30 00:00:00.000
17103,20120330,7,7,1,34,88749.0,2012-03-30 00:00:00.000
17104,20120330,7,7,1,35,106434.0,2012-03-30 00:00:00.000
17105,20120330,7,7,1,37,97615.0,2012-03-30 00:00:00.000
17106,20120330,7,7,1,38,29457.0,2012-03-30 00:00:00.000
17107,20120330,7,7,1,39,49940.0,2012-03-30 00:00:00.000
17108,20120330,7,7,1,40,29778.0,2012-03-30 00:00:00.000
17109,20120330,7,7,1,43,1195398.0,2012-03-30 00:00:00.000
17110,20120330,7,7,1,46,681654.0,2012-03-30 00:00:00.000
17111,20120330,7,7,1,100,20603.0,2012-03-30 00:00:00.000
17112,20120330,8,1,1,60,82452.619999999995,2012-03-30 00:00:00.000
17113,20120330,8,1,1,61,6769.3900000000003,2012-03-30 00:00:00.000
17114,20120330,8,1,1,62,4229.9499999999998,2012-03-30 00:00:00.000
17115,20120330,8,1,1,65,682.90999999999997,2012-03-30 00:00:00.000
17116,20120330,8,1,1,66,620.78999999999996,2012-03-30 00:00:00.000
17117,20120330,8,1,1,67,334.42000000000002,2012-03-30 00:00:00.000
17118,20120330,8,1,1,68,243.50999999999999,2012-03-30 00:00:00.000
17119,20120330,8,1,1,69,69.260000000000005,2012-03-30 00:00:00.000
17120,20120330,8,1,1,71,99.569999999999993,2012-03-30 00:00:00.000
17121,20120330,8,1,1,73,513.21000000000004,2012-03-30 00:00:00.000
17122,20120330,8,1,1,74,454.12,2012-03-30 00:00:00.000
17123,20120330,8,1,1,76,698.05999999999995,2012-03-30 00:00:00.000
17124,20120330,8,1,1,77,1255.6500000000001,2012-03-30 00:00:00.000
17125,20120330,8,1,1,78,388.97000000000003,2012-03-30 00:00:00.000
17126,20120330,8,1,1,80,1479.9000000000001,2012-03-30 00:00:00.000
17127,20120330,8,1,1,81,916.25,2012-03-30 00:00:00.000
17128,20120330,8,1,1,82,90.480000000000004,2012-03-30 00:00:00.000
17129,20120330,8,1,1,83,314.72000000000003,2012-03-30 00:00:00.000
17130,20120330,8,1,1,84,264.72000000000003,2012-03-30 00:00:00.000
17131,20120330,8,1,1,85,251.09,2012-03-30 00:00:00.000
17132,20120330,8,1,1,87,1364.74,2012-03-30 00:00:00.000
17133,20120330,8,1,1,89,258.66000000000003,2012-03-30 00:00:00.000
17134,20120330,8,1,1,90,396.54000000000002,2012-03-30 00:00:00.000
17135,20120330,8,1,1,91,-315.57999999999998,2012-03-30 00:00:00.000
17136,20120330,8,1,1,92,528.36000000000001,2012-03-30 00:00:00.000
17137,20120330,8,1,1,94,473.81999999999999,2012-03-30 00:00:00.000
17138,20120330,8,1,1,96,10.0,2012-03-30 00:00:00.000
17139,20120330,8,2,1,12,246417.79000000001,2012-03-30 00:00:00.000
17140,20120330,8,2,1,60,32980.480000000003,2012-03-30 00:00:00.000
17141,20120330,8,2,1,61,3046.5900000000001,2012-03-30 00:00:00.000
17142,20120330,8,2,1,62,2369.3099999999999,2012-03-30 00:00:00.000
17143,20120330,8,2,1,65,364.72000000000003,2012-03-30 00:00:00.000
17144,20120330,8,2,1,66,331.38999999999999,2012-03-30 00:00:00.000
17145,20120330,8,2,1,67,170.78,2012-03-30 00:00:00.000
17146,20120330,8,2,1,68,128.36000000000001,2012-03-30 00:00:00.000
17147,20120330,8,2,1,69,37.450000000000003,2012-03-30 00:00:00.000
17148,20120330,8,2,1,71,55.630000000000003,2012-03-30 00:00:00.000
17149,20120330,8,2,1,73,245.03,2012-03-30 00:00:00.000
17150,20120330,8,2,1,74,493.50999999999999,2012-03-30 00:00:00.000
17151,20120330,8,2,1,76,298.06,2012-03-30 00:00:00.000
17152,20120330,8,2,1,77,534.41999999999996,2012-03-30 00:00:00.000
17153,20120330,8,2,1,78,163.21000000000001,2012-03-30 00:00:00.000
17154,20120330,8,2,1,80,598.05999999999995,2012-03-30 00:00:00.000
17155,20120330,8,2,1,81,370.79000000000002,2012-03-30 00:00:00.000
17156,20120330,8,2,1,82,37.450000000000003,2012-03-30 00:00:00.000
17157,20120330,8,2,1,83,126.84,2012-03-30 00:00:00.000
17158,20120330,8,2,1,84,107.14,2012-03-30 00:00:00.000
17159,20120330,8,2,1,85,101.08,2012-03-30 00:00:00.000
17160,20120330,8,2,1,87,546.54999999999995,2012-03-30 00:00:00.000
17161,20120330,8,2,1,89,104.11,2012-03-30 00:00:00.000
17162,20120330,8,2,1,90,160.18000000000001,2012-03-30 00:00:00.000
17163,20120330,8,2,1,91,-126.19,2012-03-30 00:00:00.000
17164,20120330,8,2,1,92,213.21000000000001,2012-03-30 00:00:00.000
17165,20120330,8,2,1,94,191.99000000000001,2012-03-30 00:00:00.000
17166,20120330,8,2,1,96,4.0,2012-03-30 00:00:00.000
17167,20120330,8,6,1,52,28989.5,2012-03-30 00:00:00.000
17168,20120330,8,6,1,53,32613.810000000001,2012-03-30 00:00:00.000
17169,20120330,8,6,1,54,3698.1199999999999,2012-03-30 00:00:00.000
17170,20120330,8,6,1,56,161751.06,2012-03-30 00:00:00.000
17171,20120330,8,6,1,57,72476.669999999998,2012-03-30 00:00:00.000
17172,20120330,8,6,1,60,48021.669999999998,2012-03-30 00:00:00.000
17173,20120330,8,6,1,61,4928.4499999999998,2012-03-30 00:00:00.000
17174,20120330,8,6,1,62,3449.6300000000001,2012-03-30 00:00:00.000
17175,20120330,8,6,1,63,36238.120000000003,2012-03-30 00:00:00.000
17176,20120330,8,6,1,65,432.91000000000003,2012-03-30 00:00:00.000
17177,20120330,8,6,1,66,393.50999999999999,2012-03-30 00:00:00.000
17178,20120330,8,6,1,67,205.63,2012-03-30 00:00:00.000
17179,20120330,8,6,1,68,152.59999999999999,2012-03-30 00:00:00.000
17180,20120330,8,6,1,69,45.020000000000003,2012-03-30 00:00:00.000
17181,20120330,8,6,1,71,69.260000000000005,2012-03-30 00:00:00.000
17182,20120330,8,6,1,72,1449.5899999999999,2012-03-30 00:00:00.000
17183,20120330,8,6,1,73,296.54000000000002,2012-03-30 00:00:00.000
17184,20120330,8,6,1,74,479.88,2012-03-30 00:00:00.000
17185,20120330,8,6,1,76,5992.1000000000004,2012-03-30 00:00:00.000
17186,20120330,8,6,1,77,661.70000000000005,2012-03-30 00:00:00.000
17187,20120330,8,6,1,78,220.78,2012-03-30 00:00:00.000
17188,20120330,8,6,1,80,819.27999999999997,2012-03-30 00:00:00.000
17189,20120330,8,6,1,81,507.14999999999998,2012-03-30 00:00:00.000
17190,20120330,8,6,1,82,52.600000000000001,2012-03-30 00:00:00.000
